customer_id,segment,recency,frequency,monetary,avg_order_value,R_score,F_score,M_score,RFM_score,ticket_count,return_rate,recent_sessions
CUST00161,Champions,14,7,6171.42,881.6314285714286,5,5,5,15,0.0,0.14285714285714285,7
CUST00162,Needs Attention,152,2,1194.5900000000001,597.2950000000001,2,1,2,5,0.0,0.0,2
CUST00163,New Customers,22,2,1100.06,550.03,4,1,1,6,0.0,0.0,3
CUST00164,At-Risk High Value,283,5,4657.03,931.406,1,4,4,9,1.0,0.0,1
CUST00165,Needs Attention,37,4,2287.08,571.77,4,3,3,10,0.0,0.0,2
CUST00166,New Customers,38,3,3227.7,1075.8999999999999,4,2,4,10,1.0,0.0,1
CUST00167,Dormant,280,1,423.24,423.24,1,1,1,3,0.0,0.0,0
CUST00168,Champions,13,5,4794.47,958.894,5,4,5,14,0.0,0.0,2
CUST00169,Needs Attention,283,1,1799.45,1799.45,1,1,2,4,0.0,0.0,1
CUST00170,Champions,17,12,7634.5599999999995,636.2133333333333,5,5,5,15,1.0,0.0,5
CUST00171,Needs Attention,31,4,3416.04,854.01,4,3,4,11,0.0,0.25,9
CUST00172,Loyal Customers,45,8,6232.719999999999,779.0899999999999,3,5,5,13,3.0,0.0,5
CUST00173,Needs Attention,43,6,2018.8200000000002,336.47,3,4,2,9,1.0,0.0,10
CUST00174,Champions,3,7,3507.37,501.05285714285714,5,5,4,14,2.0,0.14285714285714285,14
CUST00175,At-Risk High Value,120,4,3568.3199999999997,892.0799999999999,2,3,4,9,1.0,0.0,5
CUST00176,Champions,10,4,6283.41,1570.8525,5,3,5,13,0.0,0.25,12
CUST00177,Champions,13,5,5158.25,1031.65,5,4,5,14,0.0,0.0,12
CUST00178,Champions,33,9,5965.32,662.8133333333333,4,5,5,14,4.0,0.2222222222222222,10
CUST00179,Needs Attention,36,4,1767.07,441.7675,4,3,2,9,2.0,0.25,11
CUST00180,Discount Sensitive,157,2,1570.85,785.425,2,1,2,5,1.0,0.5,9
CUST00181,New Customers,35,2,1815.8899999999999,907.9449999999999,4,1,2,7,0.0,0.5,7
CUST00182,Discount Sensitive,60,2,672.78,336.39,3,1,1,5,0.0,0.5,12
CUST00183,At-Risk High Value,213,3,3246.8900000000003,1082.2966666666669,1,2,4,7,1.0,0.0,1
CUST00184,Loyal Customers,75,5,5072.85,1014.57,3,4,5,12,2.0,0.0,6
CUST00185,Champions,25,9,5475.0,608.3333333333334,4,5,5,14,0.0,0.0,11
CUST00186,New Customers,16,2,2279.63,1139.815,5,1,3,9,1.0,0.0,2
CUST00187,Needs Attention,53,4,2223.79,555.9475,3,3,3,9,1.0,0.0,0
CUST00188,Loyal Customers,90,7,5810.17,830.0242857142857,3,5,5,13,3.0,0.14285714285714285,11
CUST00189,Champions,4,11,8207.06,746.0963636363635,5,5,5,15,3.0,0.09090909090909091,10
CUST00190,New Customers,18,2,854.78,427.39,5,1,1,7,1.0,0.0,6
CUST00191,New Customers,9,3,945.03,315.01,5,2,1,8,0.0,0.0,6
CUST00192,Champions,2,6,3657.1499999999996,609.525,5,4,4,13,0.0,0.16666666666666666,8
CUST00193,Needs Attention,218,1,424.74,424.74,1,1,1,3,0.0,0.0,3
CUST00194,Champions,3,6,4197.11,699.5183333333333,5,4,4,13,3.0,0.3333333333333333,13
CUST00195,New Customers,3,2,1955.96,977.98,5,1,2,8,1.0,0.0,5
CUST00196,Needs Attention,85,2,1272.38,636.19,3,1,2,6,1.0,0.0,1
CUST00197,Champions,9,12,11523.66,960.305,5,5,5,15,3.0,0.08333333333333333,11
CUST00198,Champions,26,10,7958.04,795.804,4,5,5,14,2.0,0.0,1
CUST00199,Loyal Customers,49,5,4359.83,871.966,3,4,4,11,1.0,0.0,3
CUST00200,Champions,26,9,7636.45,848.4944444444444,4,5,5,14,1.0,0.0,7
CUST00201,Loyal Customers,154,7,6691.56,955.9371428571429,2,5,5,12,2.0,0.0,3
CUST00202,Discount Sensitive,48,2,2363.2200000000003,1181.6100000000001,3,1,3,7,0.0,0.5,9
CUST00203,Needs Attention,175,2,743.3499999999999,371.67499999999995,2,1,1,4,0.0,0.0,6
CUST00204,Loyal Customers,47,6,3646.77,607.795,3,4,4,11,0.0,0.0,17
CUST00205,Champions,7,6,3610.58,601.7633333333333,5,4,4,13,0.0,0.0,13
CUST00206,Loyal Customers,179,10,6479.7,647.97,2,5,5,12,3.0,0.1,7
CUST00207,Needs Attention,79,1,193.1,193.1,3,1,1,5,0.0,0.0,11
CUST00208,Loyal Customers,152,6,6865.35,1144.2250000000001,2,4,5,11,1.0,0.0,2
CUST00209,At-Risk High Value,340,5,3422.88,684.576,1,4,4,9,1.0,0.2,3
CUST00210,Needs Attention,189,2,1254.8700000000001,627.4350000000001,2,1,2,5,0.0,0.0,3
CUST00211,Champions,28,7,27920.05,3988.578571428571,4,5,5,14,1.0,0.0,4
CUST00212,Needs Attention,265,3,2071.6800000000003,690.5600000000001,1,2,2,5,0.0,0.0,3
CUST00213,Discount Sensitive,147,2,1680.61,840.305,2,1,2,5,2.0,1.0,2
CUST00214,Needs Attention,125,1,1427.16,1427.16,2,1,2,5,0.0,0.0,3
CUST00215,Needs Attention,95,3,1564.1,521.3666666666667,3,2,2,7,1.0,0.0,8
CUST00216,Discount Sensitive,109,1,1349.42,1349.42,3,1,2,6,1.0,1.0,7
CUST00217,Needs Attention,140,3,1179.94,393.31333333333333,2,2,2,6,0.0,0.0,2
CUST00218,Needs Attention,15,4,2728.57,682.1425,5,3,3,11,0.0,0.25,1
CUST00219,Needs Attention,215,6,2782.79,463.79833333333335,1,4,3,8,1.0,0.0,3
CUST00220,Needs Attention,19,4,1750.5,437.625,4,3,2,9,1.0,0.0,14
CUST00221,New Customers,9,3,1357.66,452.55333333333334,5,2,2,9,0.0,0.0,16
CUST00222,Needs Attention,247,2,1259.5,629.75,1,1,2,4,1.0,0.0,1
CUST00223,Needs Attention,164,1,757.58,757.58,2,1,1,4,1.0,0.0,1
CUST00224,Needs Attention,8,4,3249.04,812.26,5,3,4,12,1.0,0.25,1
CUST00225,Needs Attention,149,3,3012.6,1004.1999999999999,2,2,3,7,0.0,0.0,3
CUST00226,Needs Attention,5,4,3683.7,920.925,5,3,4,12,1.0,0.25,6
CUST00227,At-Risk High Value,214,6,4383.02,730.5033333333334,1,4,4,9,2.0,0.16666666666666666,0
CUST00228,Loyal Customers,143,7,4150.72,592.96,2,5,4,11,2.0,0.14285714285714285,6
CUST00229,Needs Attention,153,5,3077.41,615.482,2,4,3,9,1.0,0.0,8
CUST00230,Champions,16,9,8646.32,960.7022222222222,5,5,5,15,2.0,0.0,17
CUST00231,Needs Attention,22,4,2330.3900000000003,582.5975000000001,4,3,3,10,0.0,0.0,6
CUST00232,New Customers,8,3,3010.99,1003.6633333333333,5,2,3,10,0.0,0.0,2
CUST00233,Needs Attention,422,3,1626.9899999999998,542.3299999999999,1,2,2,5,0.0,0.0,5
CUST00234,Champions,35,7,5988.42,855.4885714285714,4,5,5,14,0.0,0.0,6
CUST00235,Champions,13,5,3186.58,637.316,5,4,4,13,0.0,0.0,2
CUST00236,New Customers,18,2,1796.52,898.26,5,1,2,8,1.0,0.0,8
CUST00237,Loyal Customers,30,5,4240.2,848.04,4,4,4,12,0.0,0.0,8
CUST00238,Discount Sensitive,57,3,3798.2000000000003,1266.0666666666668,3,2,4,9,2.0,0.3333333333333333,1
CUST00239,Needs Attention,381,1,208.1,208.1,1,1,1,3,0.0,0.0,4
CUST00240,New Customers,18,3,2710.16,903.3866666666667,5,2,3,10,1.0,0.0,4
CUST00241,Needs Attention,7,4,4566.46,1141.615,5,3,4,12,0.0,0.0,12
CUST00242,Champions,16,7,4040.24,577.1771428571428,5,5,4,14,0.0,0.14285714285714285,11
CUST00243,At-Risk High Value,130,4,3129.06,782.265,2,3,4,9,1.0,0.25,3
CUST00244,Needs Attention,205,2,2449.86,1224.93,1,1,3,5,0.0,0.0,1
CUST00245,Champions,9,5,3729.23,745.846,5,4,4,13,0.0,0.0,6
CUST00246,Loyal Customers,34,5,3071.41,614.2819999999999,4,4,3,11,1.0,0.2,6
CUST00247,Loyal Customers,118,11,5611.35,510.12272727272733,2,5,5,12,3.0,0.0,5
CUST00248,Loyal Customers,53,8,4617.07,577.13375,3,5,4,12,0.0,0.0,2
CUST00249,Needs Attention,223,3,1761.46,587.1533333333333,1,2,2,5,0.0,0.0,5
CUST00250,New Customers,37,2,1335.96,667.98,4,1,2,7,0.0,0.0,6
CUST00251,Discount Sensitive,102,1,966.73,966.73,3,1,1,5,1.0,1.0,14
CUST00252,Loyal Customers,251,6,5194.02,865.6700000000001,1,4,5,10,0.0,0.0,4
CUST00253,Needs Attention,252,3,1901.1299999999999,633.7099999999999,1,2,2,5,0.0,0.0,3
CUST00254,Needs Attention,244,4,3041.57,760.3925,1,3,3,7,0.0,0.0,4
CUST00255,Loyal Customers,50,7,5070.56,724.3657142857144,3,5,5,13,2.0,0.14285714285714285,10
CUST00256,Needs Attention,242,2,1727.8400000000001,863.9200000000001,1,1,2,4,1.0,0.0,1
CUST00257,Needs Attention,51,3,1361.41,453.80333333333334,3,2,2,7,0.0,0.0,7
CUST00258,Champions,36,11,6740.7300000000005,612.7936363636364,4,5,5,14,1.0,0.0,7
CUST00259,Dormant,253,1,1519.33,1519.33,1,1,2,4,0.0,0.0,0
CUST00260,New Customers,14,3,2237.58,745.86,5,2,3,10,0.0,0.0,7
CUST00261,New Customers,7,3,2884.77,961.59,5,2,3,10,0.0,0.0,0
CUST00262,New Customers,10,3,1649.48,549.8266666666667,5,2,2,9,0.0,0.0,5
CUST00263,Loyal Customers,50,13,8211.17,631.6284615384616,3,5,5,13,6.0,0.23076923076923078,15
CUST00264,Needs Attention,92,2,671.0999999999999,335.54999999999995,3,1,1,5,1.0,0.0,7
CUST00265,New Customers,10,3,1918.74,639.58,5,2,2,9,0.0,0.0,7
CUST00266,At-Risk High Value,219,4,5306.62,1326.655,1,3,5,9,2.0,0.25,1
CUST00267,Needs Attention,90,4,4026.2300000000005,1006.5575000000001,3,3,4,10,2.0,0.25,8
CUST00268,Needs Attention,40,4,4982.92,1245.73,4,3,5,12,1.0,0.0,6
CUST00269,Needs Attention,34,4,3130.84,782.71,4,3,4,11,1.0,0.0,11
CUST00270,Needs Attention,14,4,3158.67,789.6675,5,3,4,12,0.0,0.25,8
CUST00271,Champions,10,6,5326.4,887.7333333333332,5,4,5,14,0.0,0.0,1
CUST00272,Loyal Customers,54,14,14120.16,1008.5828571428572,3,5,5,13,0.0,0.0,7
CUST00273,Champions,23,9,6554.51,728.2788888888889,4,5,5,14,4.0,0.1111111111111111,7
CUST00274,Needs Attention,56,2,1003.95,501.975,3,1,1,5,0.0,0.0,1
CUST00275,At-Risk High Value,302,6,3879.21,646.535,1,4,4,9,1.0,0.0,5
CUST00276,Champions,10,7,9212.91,1316.1299999999999,5,5,5,15,0.0,0.0,9
CUST00277,Needs Attention,6,4,2222.75,555.6875,5,3,3,11,0.0,0.25,2
CUST00278,Needs Attention,130,4,2768.06,692.015,2,3,3,8,2.0,0.0,7
CUST00279,Champions,40,10,6562.58,656.258,4,5,5,14,1.0,0.0,9
CUST00280,Loyal Customers,53,9,7889.99,876.6655555555556,3,5,5,13,0.0,0.0,6
CUST00281,Needs Attention,96,2,1161.06,580.53,3,1,1,5,0.0,0.0,3
CUST00282,Needs Attention,357,2,774.76,387.38,1,1,1,3,1.0,0.0,1
CUST00283,Champions,42,11,8318.05,756.1863636363636,4,5,5,14,4.0,0.18181818181818182,8
CUST00284,Needs Attention,352,2,781.62,390.81,1,1,1,3,0.0,0.0,1
CUST00285,Loyal Customers,23,5,2538.27,507.654,4,4,3,11,0.0,0.0,10
CUST00286,Needs Attention,430,2,2027.25,1013.625,1,1,2,4,1.0,0.0,1
CUST00287,Champions,40,7,6816.38,973.7685714285715,4,5,5,14,1.0,0.0,8
CUST00288,Needs Attention,171,2,1096.1,548.05,2,1,1,4,1.0,0.0,1
CUST00289,Needs Attention,56,3,1303.02,434.34,3,2,2,7,0.0,0.0,5
CUST00290,Needs Attention,59,2,878.26,439.13,3,1,1,5,1.0,0.0,6
CUST00291,Loyal Customers,119,9,5604.34,622.7044444444444,2,5,5,12,3.0,0.2222222222222222,4
CUST00292,Needs Attention,8,4,3132.6,783.15,5,3,4,12,1.0,0.25,6
CUST00293,Needs Attention,291,3,1699.71,566.57,1,2,2,5,0.0,0.0,3
CUST00294,New Customers,35,3,3612.55,1204.1833333333334,4,2,4,10,0.0,0.0,15
CUST00295,Champions,11,5,4296.54,859.308,5,4,4,13,0.0,0.0,2
CUST00296,Needs Attention,193,4,1989.83,497.4575,2,3,2,7,0.0,0.0,2
CUST00297,Needs Attention,215,1,1130.29,1130.29,1,1,1,3,1.0,0.0,13
CUST00298,Needs Attention,262,1,1122.99,1122.99,1,1,1,3,0.0,0.0,6
CUST00299,Dormant,404,4,2302.1800000000003,575.5450000000001,1,3,3,7,2.0,0.25,0
